source;translation;type;module;status;customer
"Maximum length must be between 0 and 20";"Maksimalna veličina mora biti između 0 i 20";S;;T;N
"Ip address %s is not in geoip database.";"Ip adresa %s nije u geoip bazi.";S;;T;N
"Google maps key saved";"Google maps key sačuvan";S;;T;N
"Sale counts";"Broj prodaja";B;;T;N
"CTR (raw / unique)";"CTR (svi / jedinstveni)";B;;T;N
"Set up Terms & conditions for your affiliate program";"Postavite Uslove & obaveze za vaš partnerski program";S;merchant;T;N
"After signup";"Posle registracije";S;merchant;T;N
"What to do after signup?";"Šta da se uradi posle registracije?";S;merchant;T;N
"You need to restart application after branding is changed";"Treba da ponovo pokrenete aplikaciju kada je brendiranje promenjeno";S;merchant;T;N
"URL to Affiliate Panel:";"URLdo Partnerskog Panela:";S;merchant;T;N
"URL to Affiliate mini site:";"URL za partnerski mini-sajt:";S;merchant;T;N
"Note that informational mini site is optional, the files don't need to be there";"Skrećemo pažnju da informativni mini-sajt je opcija, fajlovi ne moraju biti tamo";S;merchant;T;N
"Design & Contents settings";"Podešavanje dizajna i sadržaja";B;merchant;T;N
"Plugin settings";"Podešavanje plagina";S;;T;N
"URL to Signup Form:";"URL do Forme za registraciju:";S;merchant;T;N
"Note! Using HTML signup form instead of standard signup form is advisable only on special circumstances, this form does not use advanced checking that is implemented in normal signup form.";"Pažnja! Koristeći HTML formu za registraciju umesto standardne forme se preporučuje samo u posebnim uslovima, ova forma ne koristi napredne sisteme provere koje su implementirane u regularnu formu za registraciju.";S;merchant;T;N
"Signup Form HTML";"HTML forma za registraciju";S;merchant;T;N
"Copy and paste the code below to your web page";"Iskopirajte ovaj kod u vašu stranicu";S;merchant;T;N
"Integration method";"Metod integracije";S;merchant;T;N
"To setup tracking of sales choose one of the integration methods below.";"Kako bi ste postavili praćenje prodaja izaberite jedan od metoda integracije.";S;merchant;T;N
"Use secure connection";"Koristite sigurnu konekciju";S;merchant;T;N
"Integration steps";"Koraci instalacije";S;merchant;T;N
"Logo and program name";"Logo i ime programa";S;merchant;T;N
"You can change the logo and name of the program. The logo appears in Affiliate panel and in Signup Form.";"Trebalo bi da promenite ime i logo programa. Logo se pojavljuje u partnerskom panelu, farmi za registraciju, prijavi i mini-sajtu.";S;merchant;T;N
"Payee info";"Informacije primaoca";B;merchant;T;N
"The template of your Signup Form defines the form, sections and fields.";"Šablon vaše forme za registraciju definiše formu sekcije i polja.";S;merchant;T;N
"Source message has to be exactly same as you have text e.g. in your mail";"Izvorna poruka mora biti potpuno ista  kao što imate tekst npr. u vašoj pošti";S;;T;N
"Geo Location";"Geo Lokacije";S;;T;N
"Copy & Paste the text above to your email editor";"Iskopirajte ovaj tekst u vaš email editor";C;affiliate;T;N
"Show TEXT version";"Prikažite TEKST verziju";C;affiliate;T;N
"Checking for new version...";"Proveravam da li postoji nova verzija...";C;merchant;T;N
"You are running latest version.";"Koristite poslednju verziju";C;merchant;T;N
"Latest version %s is available for download.";"Najnovija verzija %s je dostupna za preuzimanje.";C;merchant;T;N
"Branding text";"Tekst brendiranja";C;;T;N
"Send signup confirmation email";"Pošaljite email za potvrdu registracije";C;merchant;T;N
"Send new password request email";"Pošaljite zahtev za novu lozinku";C;merchant;T;N
"BannersLinksFormatDescription";"Možete definisati vaše formate za generisanje nekih kreativnih vrsta";C;merchant;T;N
"CurrencyDescription";"Osnovna valuta partnerskog sistema";C;merchant;T;N
"LoggingDescription";"Omogućava vam da odredite nivo logovanja za sistem, i debagovanje sistemskih akcija.";C;merchant;T;N
"EmailTemplatesDescription";"Izmenite šablone za sve email poruke koje sistem automatski šalje";C;;T;N
"Mail Account";"Mail Nalog";C;;T;N
"MailAccountDescription";"Postavite email nalog koji će biti podešen za slanje poruka sistema";C;;T;N
"CookiesSettingsDescription";"Postavite polisu privatnosti za kolačiće, domen, i mod presnimavanja";C;merchant;T;N
"FraudProtectionDescription";"Zaštita od prevara može da automatski rukuje sa ponavljajućim ili  lažnim transakcijama (klikovima, postupcima i prodajama) koje dolaze sa iste IP adrese ili sa istim ID porudžbine.<br/>
Transakcije koje se ponavljaju mogu da se dogode kada korisnik osvežava stranicu ""potvrde porudžbine"", tako da preporučujemo da filtrirate ili poništite porudžbine sa istim ID porudžine.";C;merchant;T;N
"Payouts Balance";"Saldo isplate";C;merchant;T;N
"PayoutsBalanceDescription";"Možete definisati minimalni saldo potreban za isplatu - koji će biti korišćen kao minimum koji partneri trebaju da pređu da bi bili isplaćeni";C;merchant;T;N
"PayoutOptionsDescription";"Definišite opcije isplate (PayPal, Ček, Moneybookers itd.). Naš fleksibilni sistem dozvoljava vam da definišete bilo koju opciju isplate";C;merchant;T;N
"InvoiceFormatDescription";"Definišite format fakture ako se fakture za partnere automatski generišu";C;merchant;T;N
"VATHandlingDescription";"Definišite da li želite da primenite PDV na provizije, kako treba da bude obračunat, koliki je u procentima PDV i format PDV fakture.<br/>Ovo je bitno za područje Evropske Unije";C;merchant;T;N
"ConfigurationOverviewDesc";"PodešavanjaPregledOpis";C;merchant;T;N
"Cookie domain";"Domen za kolačić";C;merchant;T;N
"The domain that the cookie is available. To make the cookie available on all subdomains of example.com then you'd set it to '.example.com'. The . is not required but makes it compatible with more browsers. Setting it to www.example.com will make the cookie only available in the www subdomain.";"Domen za koji je kolačić dostupan. Kako bi ste učinili da kolačić bude dostupan na svim poddomenima sajta primer.com podesite '.primer.com'. Tačka . nije neophodna ali ona čini kompatibilnijim sa više pregledača. Ako podesite na www.primer.com kolačić će biti dostupan samo za www poddomen.primer.com";C;merchant;T;N
"Customize Logo";"Prilagodite Logo";C;merchant;T;N
"Edit availablevalues";"Izmenite dostupne vrednosti";C;merchant;T;N
"TextBox";"TekstBoks";C;;T;N
"HTML form";"HTML forma";C;merchant;T;N
"Template of Signup Form is missing some mandatory fields. You have to add mandatory fields to this template. Otherwise signup form will not work";"U šablonu registracione forme nedostaju neka obavezna polja. Morate dodati obavezna polja šablonu inače forma za registraciju neće raditi. ";C;merchant;T;N
"Action after signup";"Akcija po učlanjenju";C;;T;N
"Set if the affiliate should be approved automatically, or left in pending state for manual approval by merchant.";"Odredite da li će partneri biti automatski odobreni, ili će biti na čekanju dok ih ne odobri trgovac.";C;merchant;T;N
"Check if you want to include payout options in the signup form";"Označite ako želite da uključite i opcije isplate u formu za registraciju";C;merchant;T;N
"No integration method selected. Please select integration method from list.";"Nije izabran metod integracije. Molimo vas da prvo izaberete metod integracije sa liste.";C;merchant;T;N
"IntegrationMethodsDescription";"Opis metoda integracije";C;merchant;T;N
"Unknown commission type";"Nepoznata vrsta provizije";C;;T;N
"Referral_ID_signup_Help";"Referal ID može biti dugo 20 karaktera i koristi se u partnerskim linkovima.";C;;T;N
"Screen %s is in menu and thus can not be deleted";"Ekran %s je u meniju i oni ne mogu biti obrisani";S;affiliate;T;N
"Referral ID can contain only [a-zA-Z0-9_-] characters";"Referal ID mogu da budu samo karakteri [a-zA-Z0-9_-] ";B;;T;N
"Affiliate screen successfully deleted";"Ekran partnera uspešno obrisan";S;merchant;T;N
"Error changing default country";"Greška prilikom promene osnovne države";S;;T;N
"Default country changed";"Osnovna država je promenjena";S;;T;N
"Column %s contains unallowed characters";"Kolona %s sadrži nedozvoljene karaktere";S;;T;N
"Could not backup changed theme resource file %s (%s)";"Ne može se napraviti rezervna kopija fajla  %s (%s) izmenjene teme sadržaja";S;;T;N
"Could not install new theme resource (%s) file.  Make sure that file is writable by webserver.";"Nije uspelo instaliranje fajla teme (%s) . Proverite dozvole za pisanje direktorijuma.";S;;T;N
"Common templates";"Zajednički šabloni";S;;T;N
"Common template can not be deleted";"Zajednički šablon ne možete obrisati";S;;T;N
"File deleted";"Fajl je obrisan";S;;T;N
"File can not be deleted";"Fajl ne može biti obrisan";S;;T;N
"File added";"Fajl je dodat";S;;T;N
"Commission overview";"Pregled provizija";S;;T;N
"Count of affiliates";"Broj partnera";B;;T;N
"Admin Account Info";"Informacije o Admin Nalogu";S;;T;N
"Database Info";"Informacije o bazi podataka";S;;T;N
"Add affiliate to group";"Dodajte partnera u grupu";B;;T;N
"You can modify affiliate menu by dragging it's items.";"Moći ćete da prilagodite partnerski meni premeštanjem stavki.";S;merchant;T;N
"Items can be removed by dragging to Trash";"Uslovi nemogu biti uklonjeni privlačenjem u kantu";S;merchant;T;N
"Here you can see list of all screens available in merchant panel";"Ovde vidite listu ekrana dostupnih u trgovačkom panelu";S;merchant;T;N
"Custom pages";"Prilagođene stranice";S;merchant;T;N
"Predefined pages";"Predefinisane stranice";S;merchant;T;N
"Url page settings";"Podešavanja Url strane";S;merchant;T;N
"Affiliate link: http://www.example..";"Partnerski link: http://www.primer..";S;merchant;T;N
"All Commisions";"Sve provizije";S;merchant;T;N
"Countries";"Države";S;merchant;T;N
"Start with Post Affiliate";"Počnite sa Post Affiliate";S;merchant;T;N
"Main Integration Steps";"Glavni koraci integracije";B;merchant;T;N
"Advanced";"Napredno";B;merchant;T;N
"Edit url page";"Izmenite url stranice";C;affiliate;T;N
"Show banners with stats only";"Prikažite samo banere sa statistikama";C;affiliate;T;N
"Integrate with your web page & shop";"Integracija sa vašom web stranicom ili prodavnicom";C;merchant;T;N
"Menu & screens";"Meni i ekrani";C;merchant;T;N
"Customize design";"Prilagodite dizajn";C;merchant;T;N
"Change logo";"Promenite logo";C;merchant;T;N
"Edit menu";"Izmenite meni";C;merchant;T;N
"Edit header";"Izmenite header";C;merchant;T;N
"Edit footer";"Izmenite footer";C;merchant;T;N
"Edit %s";"Izmenite %s";C;merchant;T;N
"Add to menu";"Dodajte u meni";C;merchant;T;N
"Are you sure you want to delete this page?";"Da li ste sigurni da želite da izbrišete izabranu stranicu?";C;merchant;T;N
"Add new custom page";"Dodajte novu custom stranicu";C;merchant;T;N
"Add new url page";"Dodajte novu url stranicu";C;merchant;T;N
"Affiliate panel screens";"Partner panel ekrani";C;merchant;T;N
"Edit signup form";"Izmenite formu za registraciju";C;merchant;T;N
"Are you sure to delete selected affiliate from this commission group?";"Da li ste sigurni da želite da obrišete izabranog partneraiz ove grupe provizija?";C;affiliate;T;N
"Edit commission group";"Izmenite grupu provizije";C;;T;N
"Add commission group";"Dodajte grupu provizija";C;;T;N
"Are you sure to delete selected commission group?";"Da li ste sigurni da želite da obrišete izabranu grupu provizija?";C;;T;N
"Commission groups";"Grupe provizija";C;;T;N
"Failed to invite %s %s";"Pozivanje %s %s nije uspelo";S;;T;N
"%s %s successfully invited";"%s %s uspešno pozvan";S;;T;N
"%s successfully add";"%s uspešno dodato";S;;T;N
"user(s) in commission group";"korisnik (korisnici) u grupi provizije";S;;T;N
"Admin";"Admin";S;merchant;N;N
"Could not delete logged %s";"Nije moguće obrisati zabeleženo %s";S;merchant;T;N
"Private campaign";"Privatna kampanja";S;;T;N
"Copying file";"Kopiranje fajla";S;;T;N
"Error during application update (%s)";"Greška u toku osvežavanja aplikacije (%s)";S;;T;N
"Could not open csv file.";"Nije moguće otvoriti csv fajl.";S;;T;N
"Failed to create new language: %s";"Kreiranje jezika nije uspelo: %s";S;;T;N
"Application meta description";"meta opis aplikacije";S;;T;N
"GwtPHP Framework Application, Gwt, PHP";"GwtPHP Framework Aplikacija, Gwt, PHP";S;;T;N
"Maintenance Mode: Update in progress. Please run installer to finish update.";"Mod održavanja: Nadogradnja u toku. Pokrenite aplikaciju za instalaciju kako bi ste završili nadogradnju.";S;;T;N
"Maintenance Mode: Install in progress";"Mod održavanja: Instalacija u toku";S;;T;N
"Please select the language to use during the Post Affiliate Pro installation steps";"Molimo vas da izaberete jezik koji ćete koristiti u toku instalacionog procesa Post Affiliate Pro";S;;T;N
"Panel settings";"Podešavanje panela";C;;T;N
"Product of";"Proizvod";S;merchant;T;N
"Features";"Odlike";B;;T;N
"SIGNUP FORM FIELDS";"POLJA FORME ZA REGISTRACIJU";S;merchant;T;N
"Get More Plugins";"Uzmite još pluginova";S;;T;N
"You can find additional plugins for your site in our plugin directory on page";"Možete naći dodatke - pluinove za vaš sajt na stranici sa dodacima u plugin direktorijumu";S;;T;N
"To install a plugin you generally just need to extract and upload the plugin file into your /plugins directory. Once a plugin is uploaded, you may activate it below.";"Da bi ste instalirali dodatak - plugin treba da otpakujete fajlove i prebacite ih na serveru vaš /plugins direktorijum. Kada je plugin podignut, možete ga aktivirati ovde.";S;;T;N
"Uploaded, but inactive plugins";"Podignuti, ali još neaktivni pluginovi - dodaci";S;;T;N
"Campaign is Active";"Kampanja je Aktivna";C;affiliate;T;N
"Campaign is paused (visible)";"Kampanja je pauzirana (vidljivo)";C;affiliate;T;N
"Campaign is stopped (invisible)";"Kampanja je stopirana (nije vidljivo)";C;affiliate;T;N
"Campaign is active, not running";"Kampanja je aktivna, al još ne radi";C;affiliate;T;N
"No banners";"Nema banera";C;affiliate;T;N
"Are you sure to delete selected merchant?";"Da li ste sigurni da želite da obrišete izabranog trgovca?";C;merchant;T;N
"You are approved";"Odobreno vam je";C;affiliate;T;N
"You are waiting for approval";"Vi čekate odobrenje";C;affiliate;T;N
"You are declined";"Odbijeni ste";C;affiliate;T;N
"Apply for this campaign";"Primeni na ovu kampanju";C;affiliate;T;N
"Invite to campaign";"Pozovite u kampanju";C;;T;N
"Are you sure you want to invite selected affiliate(s) to this campaign?";"Da li ste sigurni da želite da pozovete izabranog(e) partnera(e) u ovu kampanju?";C;;T;N
"If you deactivate this feature, all campaigns are change to public. Are you sure you want to deactivate this feature?";"Ako deaktivirate ovu funkciju, sve kampanje će biti prebačene u javne. Da li ste sigurni da želite da deaktivitate ovu kunkciju?";B;merchant;T;N
"Are you sure you want to activate this feature?";"Da li ste sigurni da želite da aktivirate ovu funkciju?";B;;T;N
"Affiliates in campaign";"Partneri u kampanji";C;;T;N
"Public - visible to all";"Javno - svima vidljivo";B;;T;N
"Public - with manual approval";"Javno - uz ručno odobrenje";B;;T;N
"Restart of application is needed. Do you want to restart now?";"Potrebno je da ponovo pokrenete aplikaciju. Da li želite da to učinite odmah?";C;;T;N
"FeaturesDescription";"Odlike su nadogradnje koje mogu biti uključene i isključene. Na primer nagrade za učinak, rotacija banera, obnavljanje provizije";C;;T;N
"Parent_Affiliate_signup_Help";"Stariji partner je partner koji vas je uputio na ovaj partnerski program";C;;T;N
"Action code must be unique in campaign";"Kod akcije mora biti jedinstven u kampanji";S;;T;N
"Action name must be unique in campaign";"Ime akcije mora biti jedinstveno u kampanji";S;;T;N
"User is also in this or other commission group for this campaign";"Korisnik je u ovoj a takođe i drugoj grupi provizije za ovu kampanju.";S;;T;N
"Missing campaign id";"Nedostaje Id Kampanje";S;;T;N
"Menu entry with %s already exists";"Meni unos %s već postoji";S;;T;N
"Lifetime commissions";"Doživotna provizija";S;;T;N
"Add per action commission";"Dodajte proviziju po akciji";C;;T;N
"Action name";"Ime akcije";B;;T;N
"Action code";"Kod akcije";B;;T;N
"IntegrationActionHelp";"Sa ovim parametrima možete odrediti koje provizije će biti sačuvane.";C;;T;N
"not specified";"nije navedeno";C;merchant;T;N
"IntegrationAffiliateHelp";"Sa ovim parametrima možete dodeliti proviziju partneru.";C;merchant;T;N
"IntegrationCampaignHelp";"Sa ovim parametrima možete registrovati proviziju koristeći ovu kampanju";C;merchant;T;N
"IntegrationStatusHelp";"sa ovim parametrom određujete status provizije.";C;merchant;T;N
"IntegrationCommissionHelp";"Vrednost dodeljenih provizija. Možete koristiti ovu vrednost provizije umesto vrednosti provizije iz podešavanja kampanje. Ukoliko stavite % ispred broja, provizija će biti obračunata u procentima";C;merchant;T;N
"Sales/Leads Tracking";"Praćenje Prodaja / Postupaka";C;merchant;T;N
"Data %s";"Podatak %s";C;merchant;T;N
"%s - tier";"%s - nivo";C;merchant;T;N
" does not exist";" ne postoji";S;;T;N
" saved";" sačuvano";S;;T;N
" added";" dodato";S;merchant;T;N
" # of Sales / Leads";" Broj Prodaja / Postupaka";S;;T;N
" seconds.";" sekundi.";S;merchant;T;N
" format";" format";C;merchant;N;N
" format cannot be empty!";" format ne može ostati prazan!";C;merchant;T;N
" IP address validity";" ispravnost IP adrese ";C;merchant;T;N
"Show advanced tracking options";"Prikažite napredne opcije praćenja";C;merchant;T;N
"Hide advanced tracking options";"Sakrite napredne opcije praćenja ";C;merchant;T;N
"Rotator banner can not contain same banner twice";"Rotacija banera neće sadržati više istih banera";S;;T;N
"Rule";"Pravilo";S;;T;N
"Campaign id is missing";"Nedostaje ID kampanje ";S;;T;N
"You cannot migrate data to already existing installation";"Ne možete porebaciti podatke u već postojeću instzalaciju";S;;T;N
"Failed to load file info";"Nije ispelo čitanje informacija o fajlu";S;;T;N
"Failed to delete file. File doesn't exist in database.";"Brisanje fajla nije uspelo. Fajl ne postoji u bazi podataka";S;;T;N
"Failed to delete file from database.";"Nije uspelo brisanje iz baze podataka.";S;;T;N
"Required plugin %s is not active";"Potreban plagin %s nije aktivan";S;;T;N
"Required plugin %s has to be in version %s or higher";"Potreban plagin %s mora biti verzije %s ili novije";S;;T;N
"Banner Parameters";"Parametri Banera";S;merchant;T;N
"Conditions";"Uslovi";S;merchant;T;N
"If";"Ako ";S;merchant;T;N
"that are";"koji su";B;merchant;T;N
"then";"onda";B;merchant;T;N
"Performance rewards";"Nagrade za učinak";B;;T;N
"Are you sure to delete selected rule?";"Da li ste sigurni da želite da obrišete izabrano pravilo?";C;;T;N
"Add rule";"Dodajte pravilo";C;;T;N
"Actual month";"Aktuelan mesec";B;;T;N
"Actual year";"Aktuelna godina";B;;T;N
"All unpaid commissions";"Sve neplaćene provizije";B;;T;N
"Last week";"Zadnja nedelja";B;;T;N
"Last two weeks";"Zadnje dve nedelje";B;;T;N
"Since day of last month";"Od dana poslednjeg meseca";B;;T;N
"Approved or Pending";"Odobreno ili Na Čekanju";B;;T;N
"Edit rule";"Izmenite dozvole";C;;T;N
"Rule number";"Pravilo broj";C;;T;N
"BannerStatisticsHeader";"Statistika Banera";C;merchant;T;N
"BannerStatisticsDescription";"Proverite učinak ovog banera prikazivanja, klikove, prodaje ili provizije. Ispod je grafik i sumiranje za različite vremenske periode.";C;merchant;T;N
"Original currency code";"Kod originalne valute";S;;T;N
"Error while saving commission: %s";"Greška prilikom snimanja provizije: %s";S;merchant;T;N
"Error while adding commission: %s";"Greška pri dodavanju provizije: %s";S;merchant;T;N
"Commissions added successfully";"Provizija je uspešno dodata";S;merchant;T;N
"Default role can not be deleted!";"Osnovne dozvole se ne mogu brisati!";S;;T;N
"Commission type settings";"Podešavanje vrsta provizije";S;merchant;T;N
"Multiple currencies";"Višestruke valute";S;;T;N
"Recurring Commissions";"Provizija za obnavljanje";B;;T;N
"Role will be copied into new role with all privileges of original role.";"Dozvole će biti kopirane u nove dozvole sa svim privilegijama originalnih dozvola.";S;;T;N
"Extra bonus";"Ekstra bonus";C;;T;N
"Action commission";"Provizija akcije";C;;T;N
"ActionCommissionDescription";"AkcijaProvizijaOpis";C;;T;N
"Cpm commission";"Cpm provizija";C;;T;N
"CpmCommissionDescription";"CpmProvizijaOpis";C;;T;N
"Are you sure you want to delete selected currency";"Da li ste sigurni da želite da izbrišete izabranu valutu";C;;T;N
"Recurrence";"Obnavljanje";B;;T;N
"Click commission";"Provizija za klik";C;merchant;T;N
"ClickCommissionDescription";"KlikProvizijaOpis";C;merchant;T;N
"Sale commission";"Provizija od prodaje";C;merchant;T;N
"SaleCommissionDescription";"Provizije od prodaja";C;merchant;T;N
"Example SubId link";"Primer PodId linka";S;affiliate;T;N
"Loading application";"Aplikacija se učitava";S;;T;N
"New password link";"Link za novu lozinku";S;;T;N
"here";"ovde";S;affiliate;T;N
"Web Url";"Web adresa";B;merchant;T;N
"Company name";"Ime kompanije";B;;T;N
"State";"Država";B;merchant;T;N
"Zipcode";"Poštanski broj";B;merchant;T;N
"Phone";"Telefon";B;merchant;T;N
"Fax";"Faks";B;merchant;T;N
"Unused";"Nekorišćeno";B;;T;N
"ICQ";"ICQ";B;merchant;N;N
"MSN Messenger";"MSN Messenger";B;merchant;N;N
"Skype";"Skype";B;merchant;N;N
"Yahoo Messenger";"Yahoo Messenger";B;merchant;N;N
"Google talk";"Google talk";B;merchant;N;N
"Contact email";"Kontakt email";B;merchant;T;N
"<strong>Welcome to our affiliate program</strong><br/><br/>Use the menu to navigate through your panel.<br/>The <strong>Promotion</strong> menu contains campaigns, banners and other tools to help you in promotion.<br/>In <strong>Reports</strong> you can run various reports showing you the results - traffic sent by you, commissions you earned and so on.<br/><br/>";"<strong>Dobrodošli u naš program za partnere</strong><br/><br/>Koristite meni za navigaciju kroz vaš panel.<br/> Meni <strong>Promocija</strong> sadrži kampanje, banere i ostale alate koji će vam pomoći u promociji.<br/>u meniju <strong>Izveštaji</strong> možete praviti različite izveštaje koji će prikazivati vaše rezultate - saobraćaj poslat sa vaših sajtova, provizije koje ste ostvarili itd..<br/><br/>";B;;T;N
"PayPal Email";"Email za PayPal";B;;T;N
"Payable to";"Lice kojem se isplaćuje";B;;T;N
"Moneybookers";"Moneybookers";B;;N;N
"Moneybookers Email";"Email za Moneybookers";B;;T;N
"Bank / Wire transfer";"Banka / Wire transfer";B;;T;N
"Bank account name";"Ime vlasnika računa";B;;T;N
"Bank account number";"Broj računa";B;;T;N
"Bank name";"Ime banke";B;;T;N
"Bank code";"Kod banke";B;;T;N
"Bank address";"Adresa banke";B;;T;N
"Bank SWIFT code";"SWIFT kod";B;;T;N
"Affiliate program";"Partnerski program";B;;T;N
"Welcome to affiliate program";"Dobrodošli u partnerski program";B;;T;N
"Merchants";"Trgovci";B;;T;N
"It is not possible to changes privileges for default role %s";"Nije moguće izmeniti podešavanja osnovnih dozvola %s";S;;T;N
"Recurring";"Obnavljanje";C;;T;N
"Referral";"Referal";C;;T;N
"Chargeback";"Povraćaj novca";C;;T;N
"Affiliates in group";"Partneri u grupi";C;;T;N
"Back to campaign";"Nazad na kampanje";C;;T;N
"MerchantsDescription";"Trgovci Opis";C;merchant;T;N
"Recurring commission";"Provizija za obnavljanje";S;;T;N
"Rank";"Pozicija";B;;T;N
"Missing banner id";"Nedostaje ID Banera";S;;T;N
"Banner Rotator";"Rotacija Banera";B;;T;N
"Failed to change status of selected recurring transaction(s)";"Promena statusa nije uspela za izabranu(e) transakciju(e) obnavljanja";S;;T;N
"Last commission";"Zadnjki provizija";S;;T;N
"Each 15 minutes";"Svakih 15 minuta";B;;T;N
"Quarterly";"Kvartalno";B;;T;N
"Semiannualy";"Šestomesečno";B;;T;N
"Failed to make refund / chargeback of selected transaction(s)";"Refundacija / Povraćaj novca za izabranu(e) transakciju(e) nije uspelo";S;merchant;T;N
"Preset name must be unique";"Ime mora biti jedinstveno";S;;T;N
"Last commission date";"Datum zadnje provizije";S;merchant;T;N
"%s banners";"%s banera";C;affiliate;T;N
"Add To Rotator";"Dodajte u rotaciju";C;;T;N
"Select Banner";"Izaberite Baner";C;;T;N
"Rotator";"Rotacija";C;;T;N
"Are you sure you want to change status of selected recurring commission(s)?";"Da li ste sigurni da želite da promenite status izabrane(ih)  provizije(a) za obnavljanje(a)?";C;;T;N
"RecurringCommissionsListDescription";"Lista provizija za obnavljanje";C;;T;N
"Refund management";"Upravljanje refundacijama";C;merchant;T;N
"Do you really want to set refund / charge back on the selected transaction(s)?";"Da li zaista želite da refundirate / vratite sredstva za izabranu transakciju(e)?";C;merchant;T;N
"Make refund";"Izvršite refundaciju";C;merchant;T;N
"Make charge back";"Izvršite povraćaj";C;merchant;T;N
"Edit available countries";"Izmenite dostupne države";C;merchant;T;N
"CPM";"CPM";B;;T;N
"Tier";"Nivo";S;;T;N
"Value";"Vrednost";B;;T;N
"Quick report";"Brzi izveštaj";B;merchant;T;N
"Report problems";"prijavite probleme";B;merchant;T;N
"Email sent";"Email je poslat";S;merchant;T;N
"Error while sending mail";"Greška prilikom slanja poruke";S;merchant;T;N
"It is not allowed to upload file bigger as %s bytes. Your file has size %s bytes.";"Nije dozvoljeno podizanje fajlova većih od %s bajtova. Veličina vašeg fajla je %s bajtova.";S;;T;N
"Select Language";"Izaberite jezik";B;;T;N
"Contact us";"Kontaktirajte nas";B;affiliate;T;N
"Tasks waiting for approval";"Zadaci na čekanju";S;merchant;T;N
"URL Parameter Names";"URL Imena Parametara ";B;merchant;T;N
"Real list should look like this";"Prava lista bi trebalo da izgleda ovako";S;merchant;T;N
"Fields";"Polja";B;merchant;T;N
"DirecLink Urls";"URL Direktnih Linkova";S;merchant;T;N
"Report problem";"Prijavite problem";S;merchant;T;N
"Signup commissions";"Provizija za registraciju";B;merchant;T;N
"Mail account setup";"Podešavanja mail naloga";S;;T;N
"Are you sure want to delete selected channel?";"Da li ste sigurni da želite da obrišete izabrani kanal?";C;affiliate;T;N
"MerchantHomeDescription";"Pregled stavki koje čekaju vaše odobrenje i prikaz saobraćaja partnerskog programa";C;merchant;T;N
"Banners & Links Formats";"Formati Banera i Linkova ";C;merchant;T;N
"Enabled";"Omogućeno";C;merchant;T;N
"Disable";"Onemogućite";C;;T;N
"Disabled";"Onemogućeno";C;;T;N
"page";"strana";C;merchant;T;N
"Referral commission";"Provizija za dovođenje";B;merchant;T;N
"You can set that the click from this URL will belong to a selected channel, banner or campaign. If you don't select anything, the default campaign will be used.";"Možete da podesite da klik sa ovog url-a pripada jednom kanalu, baneru ili kampanji. Ako ništa ne izaberete, biće korišćena osnovna kampanja.";S;affiliate;T;N
"Change the look of these pages by choosing from our different themes, or customize it by adjusting the easy-to-use templates.</span>
			<br/>
			Easily change logo in your merchant panel. Remove this text by editing the file /themes/default/header.stpl";"Promenite izgled ovih stranica tako što ćete izabrati jednu od tema, ili menjajući  i prilagođavajući šablone.</span>
			<br/>
			Promenite lako vaš logo u trgovačkom panelu. Uklonite ovaj tekst obradom fajla /themes/default/header.stpl";S;affiliate;T;N
"If any of these items are not supported, your system does not meet the minimum requirements for installation. 
Please take appropriate actions to correct the errors. Failure to do so could lead to your PAP installation 
not functioning properly";"Ukoliko bilo koja od ovih stavki nije podržana, vaš sistem ne ispunjava minimalne uslove za instalaciju. 
Preduzmite odgovarajuće postupke da bi ste ispravili ove greške. Ukoliko to ne učinite instalacija PAPa neće ispravno funkcionisati";S;;T;N
"Create your merchant (admin) account for login to the program.<br/>
All the fields below are mandatory. Please remember your username and password, you will need them when you'll want to log in to your merchant panel.";"Kreirajte vaš trgovački (admin) nalog za pristup programu.<br/>
Sva polja su obavezna. Molimo vas da zapamtite vaše korisničko ime i lozinku, trebaće vam prilikom prijave u vaš trgovački-admin panel.";S;;T;N
"Create database for your PAP installation first and then fill the database access information below.<br/>
The database can be usually created in your webhosting control panel. If you have problems with it, contact your webhosting support for the correct database information.";"Prvo kreirajte bazu podataka za pap instalaciju a zatim popunite podatke za pristup.<br/>
Baza podataka se obično kreira u vašem webhosting kontrol panelu. Ako imate problema sa kreiranjem, kontaktirajte tehničku podršku vašeg webhosting provajdera za tačne informacije o bazi podataka.";S;;T;N
"These are the recommended settings for PHP in order to ensure full compatibility with PAP.
PAP will still operate even if your settings do not match.";"Ovo su preporučena podešavanja za PHP kako bi se postigla potpuna kompatibilnost sa PAP.
PAP će ipak biti operativan čak i ako se podešavanja ne slažu.";S;;T;N
"Thank you for choosing Post Affiliate Pro! We hope you have as much fun using this
program as we did creating it.";"Hvala vam što ste izabrali Post Affiliate Pro! Nadam se da ćete uživati koristeći ga kao što smo mi uživali kreirajući ga.";S;;T;N
"This campaign is still not saved and not active. 
If you completed the configuration, you can finish it using the button below.
Finization means that the campaign will be save and becomes active in the system.";"Ova kampanja još nije sačuvana i nije aktivna. 
Ako ste završili podešavanja, možete završiti koristeći dugme ispod.
Finalizacija znači da će kampanja biti sačuvana i aktivna u sistemu.";S;merchant;T;N
